Reporting Date,Equity,Debt,Hybrid
03-06-2019,993.81,1920.19,1.03
31-05-2019,2072.63,-677.63,3.1
30-05-2019,-101.49,534.42,-1.15
29-05-2019,4670.79,1047.24,1.11
28-05-2019,2933.82,1087.14,12.44
27-05-2019,391.98,1505.38,-16.79
24-05-2019,1439.86,-30.92,11.54
23-05-2019,-741.37,-557.96,-1.58
22-05-2019,1560.43,203.74,2.34
21-05-2019,1606.81,-12.44,-0.21
20-05-2019,-1127.35,-299.66,0.06
17-05-2019,-924.2,-246.67,0.59
16-05-2019,-1047.6,2558.08,70.54
15-05-2019,-1958.01,1100.78,1.72
14-05-2019,-952.72,-194.02,0.22
13-05-2019,-1248.57,-278.59,2188.72
10-05-2019,-549.4,-114.31,0.54
09-05-2019,-767.72,896.62,6.02
08-05-2019,2810.66,-90.42,2.92
07-05-2019,308.24,-1.9,-3.65
06-05-2019,-89.76,-4354.0,0.47
03-05-2019,545.03,-130.81,-8.46
02-05-2019,-912.33,-757.38,-6.91
30-04-2019,161.41,-1286.53,-1.79
26-04-2019,3854.61,-147.09,-1.38
25-04-2019,840.1,282.31,-2.49
24-04-2019,-166.9,-1174.17,-0.96
23-04-2019,107.91,-236.53,-1.67
22-04-2019,1084.76,412.49,-1.75
18-04-2019,1011.34,338.17,-1.82
16-04-2019,385.84,-9.52,-2.17
15-04-2019,605.6,-1066.52,2.9
12-04-2019,1016.42,-823.24,5.4
11-04-2019,1282.55,5.75,-1.34
10-04-2019,1229.57,-621.24,0.69
09-04-2019,121.25,20.29,-0.38
08-04-2019,669.91,-438.37,0.78
05-04-2019,-204.42,-1441.44,5.98
04-04-2019,-832.27,-2177.97,5.87
03-04-2019,473.97,-1742.82,25.16
02-04-2019,9551.8,5006.96,602.85
29-03-2019,3521.48,-999.88,2778.85
28-03-2019,1369.48,-951.96,0.58
27-03-2019,889.78,-847.19,1.51
26-03-2019,-660.52,3527.17,-1.43
25-03-2019,1436.16,486.47,0.02
22-03-2019,1350.95,1781.61,0.4
20-03-2019,2189.57,2651.74,0.23
19-03-2019,2502.21,930.01,0.09
18-03-2019,3462.39,2924.42,-0.16
15-03-2019,1948.94,1587.61,-1.84
14-03-2019,2213.0,-1692.58,-0.37
13-03-2019,3556.73,327.06,-0.98
12-03-2019,3452.87,1074.48,-1.44
11-03-2019,1126.36,4083.31,0.46
08-03-2019,1074.1,-709.65,-0.35
07-03-2019,1386.93,1092.9,-2.27
06-03-2019,-1869.56,-353.05,-1.45
05-03-2019,4165.21,439.0,-2.01
01-03-2019,864.48,-3349.84,-1.3
28-02-2019,-415.75,-1265.2,-0.6
27-02-2019,1662.5,-1689.94,-1.97
26-02-2019,1801.69,-313.98,-0.11
25-02-2019,12132.1,-818.98,864.65
22-02-2019,-337.61,734.42,-1.33
21-02-2019,1282.88,-1664.05,-1.52
20-02-2019,-1558.65,-111.42,0.26
18-02-2019,-2669.83,-660.41,1.13
15-02-2019,-671.59,-522.54,0.17
14-02-2019,-856.35,1854.5,1.9
13-02-2019,1169.6,-503.12,1.87
12-02-2019,-404.84,-427.64,0.32
11-02-2019,811.91,2147.06,6.69
08-02-2019,398.93,-511.51,2.51
07-02-2019,1092.73,-271.63,-0.52
06-02-2019,714.75,-862.99,-1.78
05-02-2019,-895.15,-1534.65,-0.83
04-02-2019,1206.67,481.54,-0.28
01-02-2019,2755.63,-96.75,0.0
31-01-2019,233.63,-434.07,-0.07
30-01-2019,-276.32,73.69,1.03
29-01-2019,-77.04,-141.99,0.88
28-01-2019,735.42,242.54,1.39
25-01-2019,-194.71,550.08,1.61
24-01-2019,-1067.27,-267.65,2.13
23-01-2019,448.25,-100.85,0.31
22-01-2019,850.15,-1066.7,-0.24
21-01-2019,-1928.43,1100.75,-0.09
18-01-2019,891.75,-283.8,-0.95
17-01-2019,-71.03,-965.6,0.0
16-01-2019,359.19,-691.95,0.0
15-01-2019,-865.46,-190.61,8.76
14-01-2019,-625.14,207.56,-5.44
11-01-2019,-307.59,-601.55,-0.38
10-01-2019,477.79,434.16,-0.07
09-01-2019,-717.07,-803.95,0.0
08-01-2019,304.56,121.19,0.0
07-01-2019,-409.57,-799.68,0.64
04-01-2019,-1057.7,1430.62,0.0
03-01-2019,-435.2,245.67,0.0
02-01-2019,471.62,-562.18,1.51
01-01-2019,-1001.84,1203.6,-4.51
31-12-2018,-229.91,-364.25,-4.33
28-12-2018,1577.38,-164.16,1.13
27-12-2018,-143.83,-47.41,-0.25
26-12-2018,-872.99,558.22,-0.64
24-12-2018,7.26,678.36,-1.6
21-12-2018,-629.96,759.23,-0.44
20-12-2018,1015.6,1210.48,-2.2
19-12-2018,-340.65,383.39,-0.13
18-12-2018,-202.38,-11.92,2.93
17-12-2018,762.31,86.71,1.73
14-12-2018,413.53,876.2,0.76
13-12-2018,-1473.09,-1535.79,0.37
12-12-2018,-2896.66,-117.68,0.2
11-12-2018,1794.58,-1442.68,0.0
10-12-2018,4745.17,1136.27,-0.75
07-12-2018,-53.39,2578.48,0.32
06-12-2018,-360.83,1137.45,0.03
05-12-2018,27.28,421.35,-0.22
04-12-2018,162.03,-1540.87,0.88
03-12-2018,-158.23,147.25,-0.45
30-11-2018,1195.33,-528.32,-0.65
29-11-2018,1142.07,707.22,-0.18
28-11-2018,676.37,-285.71,-0.06
27-11-2018,1284.9,-998.5,0.82
26-11-2018,1692.29,1065.85,1.63
22-11-2018,-4847.65,-36.64,3.52
20-11-2018,1054.42,-65.57,-0.36
19-11-2018,854.37,1065.28,-5.01
16-11-2018,1913.42,373.66,0.61
15-11-2018,177.31,1000.97,0.27
14-11-2018,933.08,-263.22,1.55
13-11-2018,2393.14,-621.96,0.93
12-11-2018,-2703.32,-360.07,-0.14
09-11-2018,-271.4,153.27,-0.09
06-11-2018,81.95,339.11,0.19
05-11-2018,-135.58,4204.85,0.0
02-11-2018,940.61,570.15,0.41
01-11-2018,-400.42,-710.0,0.36
31-10-2018,-1535.76,596.44,0.81
30-10-2018,-1805.52,795.93,-0.09
29-10-2018,-1393.99,35.98,2.03
26-10-2018,-1332.98,1236.07,1.13
25-10-2018,-1837.01,2175.45,-1.06
24-10-2018,-101.48,-1693.31,-1.1
23-10-2018,-443.26,-807.6,-1.71
22-10-2018,-660.68,-150.36,0.12
19-10-2018,315.34,-404.83,0.49
17-10-2018,-1082.45,-1387.82,-0.69
16-10-2018,-0.66,-172.99,-1.61
15-10-2018,-1108.05,-1555.72,0.0
12-10-2018,-2754.59,-2025.29,0.68
11-10-2018,-1082.58,-1993.93,0.57
10-10-2018,-823.4,-724.98,-0.05
09-10-2018,-1170.3,-2231.51,-0.48
08-10-2018,-5009.6,590.81,-2.14
05-10-2018,-2260.82,-497.32,-0.43
04-10-2018,-1526.7,85.94,-0.56
03-10-2018,-1608.05,-1180.18,-1.54
01-10-2018,-1698.63,-669.22,-0.44
28-09-2018,621.71,-551.43,-0.44
27-09-2018,-699.7,-768.59,-1.96
26-09-2018,-3682.09,-381.17,-0.99
25-09-2018,-1057.94,-461.45,-3.94
24-09-2018,825.45,497.47,-3.83
21-09-2018,-2185.78,-2052.58,1.31
19-09-2018,-1103.73,-178.41,-0.28
18-09-2018,95.66,-745.76,-0.09
17-09-2018,679.77,-468.11,0.67
14-09-2018,-1076.9,404.23,0.12
12-09-2018,-1395.4,89.33,-0.28
11-09-2018,-962.08,-338.06,-0.49
10-09-2018,137.78,-616.29,0.0
07-09-2018,-860.88,-735.45,0.0
06-09-2018,-314.89,-1122.4,-0.05
05-09-2018,1618.76,-1698.66,0.0
04-09-2018,1436.06,-731.39,-0.42
03-09-2018,-2900.5,-339.75,-0.7
31-08-2018,798.97,-1094.9,-0.46
30-08-2018,-1403.57,274.21,-1.74
29-08-2018,-48.86,-710.18,0.66
28-08-2018,435.84,265.45,-1.69
27-08-2018,-54.75,17.34,-0.03
24-08-2018,415.14,689.66,-0.7
23-08-2018,426.61,-273.53,-0.47
21-08-2018,133.02,-571.96,-1.41
20-08-2018,-1335.66,-350.48,-3.15
16-08-2018,-371.26,-103.24,-7.91
14-08-2018,-925.77,-1300.84,-0.49
13-08-2018,1332.41,364.1,-0.81
10-08-2018,414.15,1585.46,-0.6
09-08-2018,916.93,515.58,-2.7
08-08-2018,112.51,741.01,-2.97
07-08-2018,447.42,345.83,-2.6
06-08-2018,407.04,166.85,-3.0
03-08-2018,-552.54,764.53,-3.16
02-08-2018,-275.94,1381.63,-1.12
01-08-2018,903.72,707.55,-9.59
31-07-2018,-144.66,716.31,-6.4
30-07-2018,560.25,-186.97,-3.36
27-07-2018,2775.67,-913.05,-4.18
26-07-2018,-624.41,107.89,-3.7
25-07-2018,53.96,-543.39,-2.51
24-07-2018,166.5,1536.14,-1.86
23-07-2018,335.15,504.44,-3.24
20-07-2018,-242.09,-79.24,-2.69
19-07-2018,-2.31,571.23,-22.93
18-07-2018,-585.15,-154.87,-0.03
17-07-2018,-540.07,8.51,0.3
16-07-2018,-40.84,-334.1,-0.12
13-07-2018,-942.44,-1045.13,-0.98
12-07-2018,920.21,728.86,5.7
11-07-2018,258.71,-107.25,-1.43
10-07-2018,-741.78,-247.06,0.22
09-07-2018,-1177.48,-1411.78,-0.05
06-07-2018,250.86,785.86,0.67
05-07-2018,1074.39,269.02,6.07
04-07-2018,-987.24,-186.58,-0.27
03-07-2018,158.29,-13.89,-0.97
02-07-2018,1738.4,37.84,-1.01
29-06-2018,-677.74,-995.96,-1.21
28-06-2018,59.19,695.49,-1.18
27-06-2018,-413.62,-549.21,0.02
26-06-2018,319.73,-675.09,-1.26
25-06-2018,1240.85,-224.48,0.02
22-06-2018,1306.73,-1477.88,-0.23
21-06-2018,-2373.72,-1319.24,20.12
20-06-2018,-1410.8,-532.96,-0.86
19-06-2018,-406.71,-745.3,-0.99
18-06-2018,-1644.13,-461.14,-0.33
15-06-2018,-747.51,-626.37,-0.35
14-06-2018,174.69,-1333.41,-2.72
13-06-2018,-1321.64,-773.95,-0.76
12-06-2018,-1194.43,-952.96,-0.51
11-06-2018,17.04,-591.14,-1.9
08-06-2018,-500.78,-519.19,-0.33
07-06-2018,18.89,-30.07,0.0
06-06-2018,134.22,213.78,-0.49
05-06-2018,2978.97,-368.5,-1.27
04-06-2018,125.08,226.47,0.33
01-06-2018,-515.54,70.83,0.44
31-05-2018,-1080.85,-754.69,0.25
30-05-2018,507.48,71.43,-1.2
29-05-2018,379.48,29.26,-0.11
28-05-2018,-2047.2,-50.28,-0.51
25-05-2018,-584.88,-722.29,-26.0
24-05-2018,-262.22,-978.53,-5.1
23-05-2018,-1427.57,-1171.91,-1.3
22-05-2018,-438.47,-1450.02,-4.17
21-05-2018,-275.72,-1680.14,-2.19
18-05-2018,-412.04,-283.64,-0.29
17-05-2018,-720.0,-1036.26,0.0
16-05-2018,-184.03,-366.78,0.38
15-05-2018,821.66,-333.6,-0.22
14-05-2018,-305.47,-2285.57,-0.07
11-05-2018,-171.15,-1368.87,-4.55
10-05-2018,-689.88,-774.45,-4.29
09-05-2018,363.61,-1989.87,-0.29
08-05-2018,-602.4,-1073.42,-1.68
07-05-2018,-1578.53,-348.07,-2.06
04-05-2018,-89.71,38.94,-1.24
03-05-2018,-346.45,-1292.86,-1.01
02-05-2018,-915.69,-1832.53,-5.75
27-04-2018,-341.94,-2264.26,0.0
26-04-2018,-99.8,-605.33,-5.7
25-04-2018,-547.79,-50.3,-4.45
24-04-2018,-257.47,-317.72,-1.6
23-04-2018,-124.09,-3211.91,-0.6
20-04-2018,-646.57,-1951.25,-0.77
19-04-2018,-877.76,-2464.86,-1.64
18-04-2018,-1139.76,-2977.66,0.13
17-04-2018,-348.61,-1092.86,0.12
16-04-2018,-83.92,965.01,0.22
13-04-2018,469.59,174.87,0.17
12-04-2018,443.97,-1367.47,19.68
11-04-2018,-717.28,-264.61,0.77
10-04-2018,-1284.51,755.97,-1.72
09-04-2018,-90.75,930.15,1.66
06-04-2018,535.9,624.27,0.49
05-04-2018,291.68,1702.72,2.5
04-04-2018,-474.98,-702.06,9.87
03-04-2018,-258.12,2081.53,7.37
28-03-2018,1093.92,649.3,-1.8
27-03-2018,-510.45,-13.83,8.82
26-03-2018,2630.8,314.08,4.12
23-03-2018,72.26,-884.26,0.01
22-03-2018,-70.51,901.44,12.81
21-03-2018,493.57,574.6,5.21
20-03-2018,513.43,610.17,7.04
19-03-2018,1051.29,-567.5,15.37
16-03-2018,-192.78,-1918.38,-0.59
15-03-2018,-49.61,754.38,0.05
14-03-2018,4934.71,-823.38,-0.38
13-03-2018,1413.43,-1451.3,0.96
12-03-2018,607.98,-2393.31,0.92
09-03-2018,1160.48,-1801.97,1.13
08-03-2018,-604.79,-199.29,0.11
07-03-2018,749.21,-179.05,-0.32
06-03-2018,-344.33,248.81,-2.41
05-03-2018,423.79,-1118.33,0.04
01-03-2018,-1718.11,-1746.09,0.15
28-02-2018,-874.85,-597.25,0.14
27-02-2018,-1114.93,78.72,-0.43
26-02-2018,851.6,-1268.58,-0.33
23-02-2018,-2263.22,-585.21,0.1
22-02-2018,-1220.75,-892.71,-0.99
21-02-2018,-728.26,299.26,0.71
20-02-2018,1157.59,-503.15,-0.59
16-02-2018,-134.53,-41.93,-0.56
15-02-2018,-599.02,-1607.23,-0.33
14-02-2018,-1265.13,196.09,-0.14
12-02-2018,-1393.7,96.07,-1.0
09-02-2018,-2225.71,-60.28,0.0
08-02-2018,-1001.09,-410.31,0.09
07-02-2018,-1718.33,469.58,0.2
06-02-2018,-1083.43,1770.16,0.56
05-02-2018,1289.9,732.72,4.73
02-02-2018,1165.84,1298.18,-0.38
01-02-2018,-264.88,772.02,1.02
31-01-2018,32.16,1007.57,3.05
30-01-2018,643.85,431.76,-1.05
29-01-2018,1346.21,956.17,-2.0
25-01-2018,877.62,0.86,-7.03
24-01-2018,2481.46,1641.19,-11.17
23-01-2018,1543.82,-249.99,24.99
22-01-2018,1087.84,1795.84,-4.85
19-01-2018,1917.92,1279.82,-3.61
18-01-2018,808.95,-288.38,-1.87
17-01-2018,745.7,-430.82,-3.48
16-01-2018,152.74,-862.03,-2.29
15-01-2018,-29.11,161.22,-1.47
12-01-2018,-523.47,1024.94,-1.42
11-01-2018,-391.66,-186.73,0.8
10-01-2018,-21.69,1356.26,-3.55
09-01-2018,598.51,885.29,-7.94
08-01-2018,892.34,162.91,-1.08
05-01-2018,364.18,279.64,-3.16
04-01-2018,113.16,-188.08,-1.53
03-01-2018,619.37,-312.15,-2.16
02-01-2018,-11.3,117.94,0.53
01-01-2018,532.86,-60.31,-2.13
29-12-2017,860.34,-121.31,-7.04
28-12-2017,438.52,44.99,-0.64
27-12-2017,1254.41,24.95,-1.63
26-12-2017,-1135.56,1045.37,-2.02
22-12-2017,-1308.91,177.11,0.0
21-12-2017,-1446.26,-280.2,0.0
20-12-2017,-1276.2,-778.3,0.0
19-12-2017,118.19,713.83,0.0
18-12-2017,-870.05,404.12,0.0
15-12-2017,464.85,-436.22,0.0
14-12-2017,398.83,-444.89,0.0
13-12-2017,800.63,-1038.33,0.0
12-12-2017,-136.21,680.58,0.0
11-12-2017,43.63,98.84,0.0
08-12-2017,-962.82,334.93,0.0
07-12-2017,-1123.99,977.15,0.0
06-12-2017,-1403.1,1149.18,0.0
05-12-2017,3.85,-8.17,0.0
04-12-2017,-602.83,-193.4,0.0
30-11-2017,-622.44,127.96,0.0
29-11-2017,784.35,-33.3,0.0
28-11-2017,3003.88,-93.03,0.0
27-11-2017,107.55,-225.48,0.0
24-11-2017,1376.76,-267.97,0.0
23-11-2017,-243.36,52.15,0.0
22-11-2017,-246.03,1360.82,0.0
21-11-2017,-217.3,979.84,0.0
20-11-2017,1436.38,-82.9,0.0
17-11-2017,289.48,-1.54,0.0
16-11-2017,1830.78,-155.12,0.0
15-11-2017,2680.94,198.28,0.0
14-11-2017,-135.73,-385.36,0.0
13-11-2017,-27.72,-163.15,0.0
10-11-2017,-667.24,-1349.06,0.0
09-11-2017,5987.49,-386.75,0.0
08-11-2017,678.8,-366.46,0.0
07-11-2017,738.1,-550.05,0.0
06-11-2017,448.39,-205.17,0.0
03-11-2017,1537.13,609.6,0.0
02-11-2017,1042.53,-296.31,0.0
01-11-2017,-55.09,1763.54,0.0
31-10-2017,55.89,412.34,0.0
30-10-2017,192.62,519.51,0.0
27-10-2017,1380.14,659.01,0.0
26-10-2017,6812.42,597.56,0.0
25-10-2017,-1191.49,1252.39,0.0
24-10-2017,333.79,573.69,0.0
23-10-2017,-1120.17,-85.52,0.0
18-10-2017,-252.28,508.09,0.0
17-10-2017,174.26,873.07,0.0
16-10-2017,-1554.63,450.56,0.0
13-10-2017,-296.8,-16.46,0.0
12-10-2017,869.54,961.58,0.0
11-10-2017,-404.13,1723.78,0.0
10-10-2017,-439.12,-281.2,0.0
09-10-2017,-953.85,3029.35,0.0
06-10-2017,-679.96,642.41,0.0
05-10-2017,-510.59,1658.23,0.0
04-10-2017,-437.51,2718.79,0.0
03-10-2017,1077.31,-133.53,0.0
29-09-2017,-4677.74,-1181.82,0.0
28-09-2017,-518.24,-44.15,0.0
27-09-2017,-1656.32,-630.99,0.0
26-09-2017,-28.83,-955.71,0.0
25-09-2017,981.18,-268.9,0.0
22-09-2017,-1049.43,-144.58,0.0
21-09-2017,-885.88,168.66,0.0
20-09-2017,-1577.91,864.15,0.0
19-09-2017,-78.82,33.5,0.0
18-09-2017,1185.0,457.73,0.0
15-09-2017,-931.29,147.41,0.0
14-09-2017,2586.29,-276.02,0.0
13-09-2017,-1232.99,11.0,0.0
12-09-2017,-415.51,341.76,0.0
11-09-2017,-126.56,133.32,0.0
08-09-2017,-302.65,683.46,0.0
07-09-2017,-1288.14,1389.95,0.0
06-09-2017,-226.36,498.39,0.0
05-09-2017,-846.53,-163.54,0.0
04-09-2017,-745.45,62.08,0.0
01-09-2017,443.91,223.19,0.0
31-08-2017,98.22,709.93,0.0
30-08-2017,218.58,904.81,0.0
29-08-2017,96.39,136.62,0.0
28-08-2017,-556.98,556.01,0.0
24-08-2017,-915.12,189.47,0.0
23-08-2017,-727.63,1128.64,0.0
22-08-2017,-1789.36,1289.84,0.0
21-08-2017,-1849.41,1167.58,0.0
18-08-2017,-1927.42,-169.44,0.0
16-08-2017,-1523.81,-197.4,0.0
14-08-2017,-1829.43,-688.89,0.0
11-08-2017,-983.73,213.51,0.0
10-08-2017,-428.74,1333.56,0.0
09-08-2017,1898.02,930.91,0.0
08-08-2017,-166.32,1244.62,0.0
07-08-2017,-868.7,1515.33,0.0
04-08-2017,55.51,2433.09,0.0
03-08-2017,567.91,1038.02,0.0
02-08-2017,-919.82,1244.22,0.0
01-08-2017,-1217.84,466.08,0.0
31-07-2017,-11.45,1041.86,0.0
28-07-2017,2439.16,774.26,0.0
27-07-2017,-192.56,2175.04,0.0
26-07-2017,321.13,-313.43,0.0
25-07-2017,-270.33,1627.38,0.0
24-07-2017,-101.95,1190.84,0.0
21-07-2017,175.09,-1144.26,0.0
20-07-2017,1016.88,835.56,0.0
19-07-2017,375.85,871.24,0.0
18-07-2017,375.79,622.8,0.0
17-07-2017,535.54,780.91,0.0
14-07-2017,-83.27,-271.78,0.0
13-07-2017,547.0,1950.15,0.0
12-07-2017,160.62,7852.98,0.0
11-07-2017,161.95,1103.4,0.0
10-07-2017,-419.86,472.92,0.0
07-07-2017,606.18,1593.38,0.0
06-07-2017,124.91,-657.98,0.0
05-07-2017,-1158.53,-857.27,0.0
04-07-2017,-896.1,-1478.83,0.0
03-07-2017,1454.66,697.98,0.0
30-06-2017,-732.29,712.19,0.0
29-06-2017,-363.1,1482.07,0.0
28-06-2017,941.69,745.58,0.0
27-06-2017,488.17,236.61,0.0
23-06-2017,508.72,206.83,0.0
22-06-2017,-88.59,826.15,0.0
21-06-2017,-294.71,546.74,0.0
20-06-2017,-171.55,1074.12,0.0
19-06-2017,-694.11,1033.49,0.0
16-06-2017,-610.2,485.43,0.0
15-06-2017,86.11,763.94,0.0
14-06-2017,4909.37,2212.08,0.0
13-06-2017,-4.66,116.87,0.0
12-06-2017,-69.05,3509.04,0.0
09-06-2017,2072.65,3336.64,0.0
08-06-2017,89.34,2723.99,0.0
07-06-2017,-3133.63,787.74,0.0
06-06-2017,-111.74,364.84,0.0
05-06-2017,113.37,2600.91,0.0
02-06-2017,-450.81,1159.25,0.0
01-06-2017,1131.84,760.6,0.0
31-05-2017,-171.77,1165.6,0.0
30-05-2017,-807.6,292.38,0.0
29-05-2017,-316.1,1927.66,0.0
26-05-2017,789.2,-206.71,0.0
25-05-2017,358.76,13.29,0.0
24-05-2017,-366.08,1649.41,0.0
23-05-2017,894.88,693.02,0.0
22-05-2017,3172.65,678.89,0.0
19-05-2017,359.72,559.31,0.0
18-05-2017,1162.98,2051.85,0.0
17-05-2017,1044.19,993.75,0.0
16-05-2017,384.73,2463.62,0.0
15-05-2017,916.05,1844.51,0.0
12-05-2017,1434.88,790.92,0.0
11-05-2017,1364.92,116.21,0.0
09-05-2017,-581.35,1040.04,0.0
08-05-2017,-248.25,1903.47,0.0
05-05-2017,-140.16,746.94,0.0
04-05-2017,-93.47,152.98,0.0
03-05-2017,-333.24,560.18,0.0
02-05-2017,-1113.53,-282.57,0.0
28-04-2017,-22.8,894.51,0.0
27-04-2017,-64.29,-184.56,0.0
26-04-2017,325.98,-91.18,0.0
25-04-2017,-226.89,1783.08,0.0
24-04-2017,1250.68,204.21,0.0
21-04-2017,-109.24,126.44,0.0
20-04-2017,-564.82,598.91,0.0
19-04-2017,-812.15,253.24,0.0
18-04-2017,-67.27,1480.04,0.0
17-04-2017,-312.26,1767.53,0.0
13-04-2017,-495.6,1422.23,0.0
12-04-2017,-724.78,-205.24,0.0
11-04-2017,-635.79,686.93,0.0
10-04-2017,-141.74,745.94,0.0
07-04-2017,440.37,1399.65,0.0
06-04-2017,481.12,3386.73,0.0
05-04-2017,584.4,5415.22,0.0
03-04-2017,3489.57,680.07,0.0
31-03-2017,442.78,532.57,0.0
30-03-2017,680.06,1032.9,0.0
29-03-2017,7351.95,6960.19,0.0
27-03-2017,583.62,914.73,0.0
24-03-2017,1096.87,-537.56,0.0
23-03-2017,210.57,5045.1,0.0
22-03-2017,1617.31,5126.93,0.0
21-03-2017,618.91,1255.91,0.0
20-03-2017,1600.02,336.22,0.0
17-03-2017,1424.24,3768.43,0.0
16-03-2017,1418.11,194.16,0.0
15-03-2017,4309.49,-9.21,0.0
14-03-2017,344.01,337.24,0.0
10-03-2017,1937.16,102.89,0.0
09-03-2017,3572.73,141.02,0.0
08-03-2017,888.73,205.91,0.0
07-03-2017,420.46,262.56,0.0
06-03-2017,1427.91,44.57,0.0
03-03-2017,24.21,-773.46,0.0
02-03-2017,-97.21,210.15,0.0
01-03-2017,1034.07,203.64,0.0
28-02-2017,-145.33,659.0,0.0
27-02-2017,688.02,22.68,0.0
23-02-2017,251.59,-1372.31,0.0
22-02-2017,-1953.62,41.32,0.0
20-02-2017,8059.29,50.39,0.0
17-02-2017,-196.37,23.54,0.0
16-02-2017,253.62,245.75,0.0
15-02-2017,-16.43,1066.68,0.0
14-02-2017,317.85,768.74,0.0
13-02-2017,555.27,715.29,0.0
10-02-2017,599.07,103.91,0.0
09-02-2017,-188.26,-674.28,0.0
08-02-2017,270.3,708.21,0.0
07-02-2017,-442.44,2311.32,0.0
06-02-2017,603.82,192.07,0.0
03-02-2017,719.95,100.03,0.0
02-02-2017,74.78,814.21,0.0
01-02-2017,451.07,183.7,0.0
31-01-2017,735.32,280.69,0.0
30-01-2017,227.32,865.34,0.0
27-01-2017,1234.08,-584.25,0.0
25-01-2017,110.5,-255.59,0.0
24-01-2017,-262.08,-62.39,0.0
23-01-2017,33.29,-672.95,0.0
20-01-2017,473.62,-230.07,0.0
19-01-2017,335.93,564.86,0.0
18-01-2017,185.74,-381.08,0.0
17-01-2017,-338.51,-526.51,0.0
16-01-2017,-103.1,-1560.49,0.0
13-01-2017,-1.63,-78.88,0.0
12-01-2017,-685.45,-0.04,0.0
11-01-2017,-113.23,-1410.06,0.0
10-01-2017,-385.42,495.62,0.0
09-01-2017,-318.5,-187.44,0.0
06-01-2017,-42.87,750.49,0.0
05-01-2017,-681.93,-476.72,0.0
04-01-2017,-553.03,678.89,0.0
03-01-2017,-347.78,-4.52,0.0
02-01-2017,-678.87,475.91,0.0
30-12-2016,-661.3,290.61,0.0
29-12-2016,-526.38,1101.75,0.0
28-12-2016,-683.85,11.69,0.0
27-12-2016,-1099.84,-818.27,0.0
26-12-2016,-1460.65,-494.23,0.0
23-12-2016,-573.53,946.59,0.0
22-12-2016,-1108.15,1045.68,0.0
21-12-2016,-621.37,-945.87,0.0
20-12-2016,-554.06,-413.64,0.0
19-12-2016,254.86,-1207.61,0.0
16-12-2016,-405.66,-530.1,0.0
15-12-2016,-477.07,126.74,0.0
14-12-2016,-731.86,-411.44,0.0
13-12-2016,334.03,-245.64,0.0
09-12-2016,743.18,-2401.05,0.0
08-12-2016,354.4,-2070.99,0.0
07-12-2016,206.19,-2412.37,0.0
06-12-2016,-278.55,-9529.04,0.0
05-12-2016,-125.25,-410.8,0.0
02-12-2016,-401.04,-1010.45,0.0
01-12-2016,-360.39,443.27,0.0
30-11-2016,-652.75,-988.0,0.0
29-11-2016,-1366.85,-3522.25,0.0
28-11-2016,-461.29,-487.34,0.0
25-11-2016,-2038.3,-960.09,0.0
24-11-2016,-1095.1,-2944.33,0.0
23-11-2016,-674.6,-644.9,0.0
22-11-2016,-1241.01,-97.63,0.0
21-11-2016,-873.11,-1787.56,0.0
18-11-2016,-947.82,-1734.05,0.0
17-11-2016,-1960.25,-7045.11,0.0
16-11-2016,-2325.7,-2290.62,0.0
15-11-2016,-1432.34,-1096.48,0.0
11-11-2016,-629.87,1486.28,0.0
10-11-2016,-2044.52,604.14,0.0
09-11-2016,319.6,251.74,0.0
08-11-2016,191.5,117.97,0.0
07-11-2016,492.58,482.73,0.0
04-11-2016,73.03,176.7,0.0
03-11-2016,-613.77,120.24,0.0
02-11-2016,-95.99,312.23,0.0
01-11-2016,-867.69,-1105.49,0.0
28-10-2016,-1108.83,-448.04,0.0
27-10-2016,-1512.78,-147.13,0.0
26-10-2016,-505.01,547.73,0.0
25-10-2016,-391.91,763.82,0.0
24-10-2016,-221.94,212.51,0.0
21-10-2016,341.17,965.46,0.0
20-10-2016,-295.54,-151.71,0.0
19-10-2016,373.88,-132.66,0.0
18-10-2016,-219.66,-1056.71,0.0
17-10-2016,-945.41,-607.4,0.0
14-10-2016,-846.0,-1880.09,0.0
13-10-2016,-484.1,642.78,0.0
10-10-2016,65.0,-1018.09,0.0
07-10-2016,360.55,-948.1,0.0
06-10-2016,655.65,-2342.58,0.0
05-10-2016,503.72,601.77,0.0
04-10-2016,108.78,-1047.95,0.0
03-10-2016,-183.83,46.43,0.0
30-09-2016,3411.03,1404.85,0.0
29-09-2016,974.5,1076.89,0.0
28-09-2016,805.59,1724.58,0.0
27-09-2016,-143.61,1128.12,0.0
26-09-2016,-247.71,549.39,0.0
23-09-2016,401.99,-82.99,0.0
22-09-2016,508.05,-779.71,0.0
21-09-2016,1105.71,65.88,0.0
20-09-2016,964.33,523.16,0.0
19-09-2016,540.9,511.27,0.0
16-09-2016,346.04,-683.81,0.0
15-09-2016,-473.16,136.06,0.0
14-09-2016,-591.15,168.4,0.0
12-09-2016,-337.15,429.69,0.0
09-09-2016,133.53,630.75,0.0
08-09-2016,864.21,1513.99,0.0
07-09-2016,1393.38,489.98,0.0
06-09-2016,245.69,935.86,0.0
02-09-2016,-381.94,788.25,0.0
01-09-2016,923.02,-741.25,0.0
31-08-2016,388.85,-106.69,0.0
30-08-2016,557.51,-46.21,0.0
29-08-2016,303.37,-47.28,0.0
26-08-2016,-305.09,302.22,0.0
